label,area_cell,intensity_sum_cell,area_nuc,intensity_sum_nuc,channel,im_name,strain
13,5220,6.60844429894312,620,1.6926165787282235,3,09182019_hCTD_5,hCTD
14,4807,5.356387981174877,393,0.9419767532892922,3,09182019_hCTD_5,hCTD
15,3117,3.4769451314950253,402,0.9139526457526922,3,09182019_hCTD_5,hCTD
16,5277,5.6638740330181445,604,1.2557481925930667,3,09182019_hCTD_5,hCTD
17,4146,3.67070948117962,387,0.6754872367650092,3,09182019_hCTD_5,hCTD
18,4156,4.94664495585748,397,0.8546516783563536,3,09182019_hCTD_5,hCTD
19,4227,4.747198784972898,800,1.8559535257047584,3,09182019_hCTD_5,hCTD
20,5391,6.434899581333899,505,1.1736161409783636,3,09182019_hCTD_5,hCTD
22,3994,4.279499032538823,523,1.2764884727254282,3,09182019_hCTD_5,hCTD
23,4456,5.4799944568159855,467,1.1073643139468263,3,09182019_hCTD_5,hCTD
24,4209,4.955936863537721,426,1.0869965855210486,3,09182019_hCTD_5,hCTD
25,5008,4.726066393519163,413,0.7635353865175007,3,09182019_hCTD_5,hCTD
26,5138,6.537699732641885,720,1.7038372245371223,3,09182019_hCTD_5,hCTD
27,6122,6.88342886311424,556,1.116101085816351,3,09182019_hCTD_5,hCTD
28,4169,3.40331165967764,531,0.7682590953915864,3,09182019_hCTD_5,hCTD
29,2062,1.3942840415995048,199,0.2762638871211217,3,09182019_hCTD_5,hCTD
30,3313,3.171896463417827,373,0.6289000496337884,3,09182019_hCTD_5,hCTD
31,4327,3.4815453848185323,463,0.8279957625992677,3,09182019_hCTD_5,hCTD
32,5928,8.642947145481507,860,2.6729174976381325,3,09182019_hCTD_5,hCTD
33,4476,3.5217880715005685,321,0.5697872454370663,3,09182019_hCTD_5,hCTD
1,7147,1.2990011929031624,586,0.634356134709327,4,09182019_hCTD_5,hCTD
2,3914,10.30149109514315,203,0.6056834394138607,4,09182019_hCTD_5,hCTD
3,2755,-1.5561868705897606,301,0.049646004294520374,4,09182019_hCTD_5,hCTD
4,3797,6.76476496646171,374,0.9337882536958362,4,09182019_hCTD_5,hCTD
5,4732,0.7875927798440596,696,3.0897286205186143,4,09182019_hCTD_5,hCTD
6,3863,6.028335034856813,380,2.3281906440772357,4,09182019_hCTD_5,hCTD
7,5729,3.203609136449833,669,-0.09637324517920065,4,09182019_hCTD_5,hCTD
8,4073,-2.0541173170452662,321,-0.5801032905856356,4,09182019_hCTD_5,hCTD
9,4533,1.3632166499996394,555,2.267494029713948,4,09182019_hCTD_5,hCTD
10,4469,-5.882934423478339,441,1.235840645984019,4,09182019_hCTD_5,hCTD
