Time,Temperature,well,od,strain,line,CTDr
1335,30.2,B6,1.2890000000000001,yQC28,1,0
1350,30.2,B6,1.295,yQC28,1,0
1365,30.3,B6,1.3030000000000002,yQC28,1,0
1380,30.3,B6,1.3030000000000002,yQC28,1,0
1395,30.3,B6,1.315,yQC28,1,0
1410,30.2,B6,1.32,yQC28,1,0
1425,30.3,B6,1.334,yQC28,1,0
1440,30.2,B6,1.338,yQC28,1,0
1455,30.2,B6,1.347,yQC28,1,0
1470,30.2,B6,1.347,yQC28,1,0
1485,30.2,B6,1.359,yQC28,1,0
1500,30.2,B6,1.3630000000000002,yQC28,1,0
1515,30.2,B6,1.368,yQC28,1,0
1530,30.2,B6,1.3780000000000001,yQC28,1,0
1545,30.2,B6,1.3840000000000001,yQC28,1,0
1560,30.2,B6,1.385,yQC28,1,0
1575,30.2,B6,1.402,yQC28,1,0
1590,30.2,B6,1.403,yQC28,1,0
1605,30.2,B6,1.4080000000000001,yQC28,1,0
1620,30.2,B6,1.419,yQC28,1,0
1635,30.2,B6,1.425,yQC28,1,0
0,30.0,B7,0.195,yQC29,1,0
15,30.0,B7,0.196,yQC29,1,0
30,30.0,B7,0.203,yQC29,1,0
45,30.0,B7,0.205,yQC29,1,0
60,30.1,B7,0.217,yQC29,1,0
75,30.1,B7,0.223,yQC29,1,0
90,30.1,B7,0.228,yQC29,1,0
105,30.1,B7,0.24,yQC29,1,0
120,30.1,B7,0.251,yQC29,1,0
135,30.1,B7,0.258,yQC29,1,0
150,30.1,B7,0.275,yQC29,1,0
165,30.1,B7,0.282,yQC29,1,0
180,30.2,B7,0.304,yQC29,1,0
195,30.1,B7,0.317,yQC29,1,0
210,30.1,B7,0.33299999999999996,yQC29,1,0
225,30.1,B7,0.348,yQC29,1,0
240,30.1,B7,0.364,yQC29,1,0
255,30.1,B7,0.386,yQC29,1,0
270,30.1,B7,0.408,yQC29,1,0
285,30.1,B7,0.43,yQC29,1,0
300,30.1,B7,0.452,yQC29,1,0
315,30.1,B7,0.48100000000000004,yQC29,1,0
330,30.1,B7,0.5,yQC29,1,0
345,30.2,B7,0.529,yQC29,1,0
360,30.2,B7,0.563,yQC29,1,0
375,30.1,B7,0.599,yQC29,1,0
390,30.2,B7,0.629,yQC29,1,0
405,30.2,B7,0.6629999999999999,yQC29,1,0
420,30.1,B7,0.7020000000000001,yQC29,1,0
435,30.1,B7,0.735,yQC29,1,0
450,30.1,B7,0.772,yQC29,1,0
465,30.1,B7,0.815,yQC29,1,0
480,30.1,B7,0.8420000000000001,yQC29,1,0
495,30.1,B7,0.888,yQC29,1,0
510,30.1,B7,0.9109999999999999,yQC29,1,0
525,30.1,B7,0.9470000000000001,yQC29,1,0
540,30.1,B7,0.988,yQC29,1,0
555,30.1,B7,1.0290000000000001,yQC29,1,0
570,30.1,B7,1.057,yQC29,1,0
585,30.1,B7,1.093,yQC29,1,0
600,30.1,B7,1.111,yQC29,1,0
615,30.1,B7,1.138,yQC29,1,0
630,30.1,B7,1.156,yQC29,1,0
645,30.1,B7,1.168,yQC29,1,0
660,30.1,B7,1.176,yQC29,1,0
675,30.1,B7,1.179,yQC29,1,0
690,30.1,B7,1.186,yQC29,1,0
705,30.1,B7,1.192,yQC29,1,0
720,30.1,B7,1.1909999999999998,yQC29,1,0
735,30.1,B7,1.2009999999999998,yQC29,1,0
750,30.1,B7,1.192,yQC29,1,0
765,30.1,B7,1.203,yQC29,1,0
780,30.1,B7,1.205,yQC29,1,0
795,30.1,B7,1.205,yQC29,1,0
810,30.1,B7,1.216,yQC29,1,0
825,30.1,B7,1.222,yQC29,1,0
840,30.1,B7,1.226,yQC29,1,0
855,30.1,B7,1.228,yQC29,1,0
870,30.1,B7,1.237,yQC29,1,0
885,30.2,B7,1.247,yQC29,1,0
900,30.2,B7,1.248,yQC29,1,0
915,30.2,B7,1.262,yQC29,1,0
930,30.2,B7,1.27,yQC29,1,0
945,30.1,B7,1.274,yQC29,1,0
960,30.2,B7,1.28,yQC29,1,0
975,30.1,B7,1.2930000000000001,yQC29,1,0
990,30.1,B7,1.2990000000000002,yQC29,1,0
1005,30.2,B7,1.304,yQC29,1,0
1020,30.1,B7,1.3130000000000002,yQC29,1,0
1035,30.2,B7,1.317,yQC29,1,0
1050,30.2,B7,1.3230000000000002,yQC29,1,0
1065,30.1,B7,1.3359999999999999,yQC29,1,0
1080,30.1,B7,1.341,yQC29,1,0
1095,30.1,B7,1.3430000000000002,yQC29,1,0
1110,30.2,B7,1.355,yQC29,1,0
1125,30.1,B7,1.369,yQC29,1,0
1140,30.2,B7,1.3730000000000002,yQC29,1,0
1155,30.1,B7,1.3769999999999998,yQC29,1,0
1170,30.1,B7,1.38,yQC29,1,0
1185,30.2,B7,1.395,yQC29,1,0
1200,30.1,B7,1.391,yQC29,1,0
1215,30.2,B7,1.396,yQC29,1,0
1230,30.2,B7,1.409,yQC29,1,0
1245,30.2,B7,1.413,yQC29,1,0
1260,30.2,B7,1.4280000000000002,yQC29,1,0
1275,30.2,B7,1.432,yQC29,1,0
1290,30.3,B7,1.4369999999999998,yQC29,1,0
1305,30.2,B7,1.4340000000000002,yQC29,1,0
1320,30.2,B7,1.4480000000000002,yQC29,1,0
1335,30.2,B7,1.4569999999999999,yQC29,1,0
1350,30.2,B7,1.459,yQC29,1,0
1365,30.3,B7,1.4669999999999999,yQC29,1,0
1380,30.3,B7,1.4769999999999999,yQC29,1,0
1395,30.3,B7,1.483,yQC29,1,0
1410,30.2,B7,1.4869999999999999,yQC29,1,0
1425,30.3,B7,1.499,yQC29,1,0
1440,30.2,B7,1.505,yQC29,1,0
1455,30.2,B7,1.507,yQC29,1,0
1470,30.2,B7,1.516,yQC29,1,0
1485,30.2,B7,1.5230000000000001,yQC29,1,0
1500,30.2,B7,1.527,yQC29,1,0
1515,30.2,B7,1.535,yQC29,1,0
1530,30.2,B7,1.544,yQC29,1,0
1545,30.2,B7,1.5490000000000002,yQC29,1,0
1560,30.2,B7,1.551,yQC29,1,0
1575,30.2,B7,1.5590000000000002,yQC29,1,0
1590,30.2,B7,1.5630000000000002,yQC29,1,0
1605,30.2,B7,1.574,yQC29,1,0
1620,30.2,B7,1.58,yQC29,1,0
1635,30.2,B7,1.579,yQC29,1,0
0,30.0,B8,0.11900000000000001,yQC56,1,0
15,30.0,B8,0.12,yQC56,1,0
30,30.0,B8,0.121,yQC56,1,0
45,30.0,B8,0.122,yQC56,1,0
60,30.1,B8,0.122,yQC56,1,0
75,30.1,B8,0.121,yQC56,1,0
90,30.1,B8,0.122,yQC56,1,0
105,30.1,B8,0.124,yQC56,1,0
120,30.1,B8,0.121,yQC56,1,0
135,30.1,B8,0.126,yQC56,1,0
150,30.1,B8,0.124,yQC56,1,0
165,30.1,B8,0.126,yQC56,1,0
180,30.2,B8,0.127,yQC56,1,0
195,30.1,B8,0.125,yQC56,1,0
210,30.1,B8,0.128,yQC56,1,0
225,30.1,B8,0.128,yQC56,1,0
240,30.1,B8,0.13,yQC56,1,0
255,30.1,B8,0.132,yQC56,1,0
270,30.1,B8,0.132,yQC56,1,0
285,30.1,B8,0.13,yQC56,1,0
300,30.1,B8,0.136,yQC56,1,0
315,30.1,B8,0.132,yQC56,1,0
330,30.1,B8,0.138,yQC56,1,0
345,30.2,B8,0.133,yQC56,1,0
360,30.2,B8,0.134,yQC56,1,0
375,30.1,B8,0.136,yQC56,1,0
390,30.2,B8,0.13699999999999998,yQC56,1,0
405,30.2,B8,0.139,yQC56,1,0
420,30.1,B8,0.14,yQC56,1,0
435,30.1,B8,0.142,yQC56,1,0
450,30.1,B8,0.142,yQC56,1,0
465,30.1,B8,0.145,yQC56,1,0
480,30.1,B8,0.14400000000000002,yQC56,1,0
495,30.1,B8,0.14400000000000002,yQC56,1,0
510,30.1,B8,0.147,yQC56,1,0
525,30.1,B8,0.14800000000000002,yQC56,1,0
540,30.1,B8,0.149,yQC56,1,0
555,30.1,B8,0.152,yQC56,1,0
570,30.1,B8,0.155,yQC56,1,0
585,30.1,B8,0.152,yQC56,1,0
600,30.1,B8,0.153,yQC56,1,0
615,30.1,B8,0.154,yQC56,1,0
630,30.1,B8,0.158,yQC56,1,0
645,30.1,B8,0.16,yQC56,1,0
660,30.1,B8,0.159,yQC56,1,0
675,30.1,B8,0.161,yQC56,1,0
690,30.1,B8,0.16,yQC56,1,0
705,30.1,B8,0.16699999999999998,yQC56,1,0
720,30.1,B8,0.168,yQC56,1,0
735,30.1,B8,0.17300000000000001,yQC56,1,0
750,30.1,B8,0.17,yQC56,1,0
765,30.1,B8,0.174,yQC56,1,0
780,30.1,B8,0.171,yQC56,1,0
795,30.1,B8,0.175,yQC56,1,0
810,30.1,B8,0.18100000000000002,yQC56,1,0
825,30.1,B8,0.182,yQC56,1,0
840,30.1,B8,0.179,yQC56,1,0
855,30.1,B8,0.183,yQC56,1,0
870,30.1,B8,0.188,yQC56,1,0
885,30.2,B8,0.191,yQC56,1,0
900,30.2,B8,0.193,yQC56,1,0
915,30.2,B8,0.18899999999999997,yQC56,1,0
930,30.2,B8,0.195,yQC56,1,0
945,30.1,B8,0.198,yQC56,1,0
960,30.2,B8,0.203,yQC56,1,0
975,30.1,B8,0.207,yQC56,1,0
990,30.1,B8,0.205,yQC56,1,0
1005,30.2,B8,0.21100000000000002,yQC56,1,0
1020,30.1,B8,0.209,yQC56,1,0
1035,30.2,B8,0.212,yQC56,1,0
1050,30.2,B8,0.215,yQC56,1,0
1065,30.1,B8,0.221,yQC56,1,0
1080,30.1,B8,0.225,yQC56,1,0
1095,30.1,B8,0.22399999999999998,yQC56,1,0
1110,30.2,B8,0.22699999999999998,yQC56,1,0
1125,30.1,B8,0.228,yQC56,1,0
1140,30.2,B8,0.23399999999999999,yQC56,1,0
1155,30.1,B8,0.23600000000000002,yQC56,1,0
1170,30.1,B8,0.23600000000000002,yQC56,1,0
1185,30.2,B8,0.245,yQC56,1,0
1200,30.1,B8,0.247,yQC56,1,0
1215,30.2,B8,0.251,yQC56,1,0
1230,30.2,B8,0.252,yQC56,1,0
1245,30.2,B8,0.255,yQC56,1,0
1260,30.2,B8,0.258,yQC56,1,0
1275,30.2,B8,0.265,yQC56,1,0
1290,30.3,B8,0.27,yQC56,1,0
1305,30.2,B8,0.27,yQC56,1,0
1320,30.2,B8,0.281,yQC56,1,0
1335,30.2,B8,0.28,yQC56,1,0
1350,30.2,B8,0.28,yQC56,1,0
1365,30.3,B8,0.292,yQC56,1,0
1380,30.3,B8,0.3,yQC56,1,0
1395,30.3,B8,0.295,yQC56,1,0
1410,30.2,B8,0.298,yQC56,1,0
1425,30.3,B8,0.303,yQC56,1,0
1440,30.2,B8,0.313,yQC56,1,0
1455,30.2,B8,0.32299999999999995,yQC56,1,0
1470,30.2,B8,0.322,yQC56,1,0
1485,30.2,B8,0.332,yQC56,1,0
1500,30.2,B8,0.336,yQC56,1,0
1515,30.2,B8,0.33899999999999997,yQC56,1,0
1530,30.2,B8,0.344,yQC56,1,0
1545,30.2,B8,0.35100000000000003,yQC56,1,0
1560,30.2,B8,0.35200000000000004,yQC56,1,0
1575,30.2,B8,0.364,yQC56,1,0
1590,30.2,B8,0.364,yQC56,1,0
1605,30.2,B8,0.371,yQC56,1,0
1620,30.2,B8,0.375,yQC56,1,0
1635,30.2,B8,0.387,yQC56,1,0
0,30.0,B9,0.11699999999999999,yQC62,7,10
15,30.0,B9,0.11599999999999999,yQC62,7,10
30,30.0,B9,0.11800000000000001,yQC62,7,10
45,30.0,B9,0.12,yQC62,7,10
60,30.1,B9,0.11900000000000001,yQC62,7,10
75,30.1,B9,0.122,yQC62,7,10
90,30.1,B9,0.12300000000000001,yQC62,7,10
105,30.1,B9,0.125,yQC62,7,10
120,30.1,B9,0.125,yQC62,7,10
135,30.1,B9,0.127,yQC62,7,10
150,30.1,B9,0.133,yQC62,7,10
165,30.1,B9,0.134,yQC62,7,10
180,30.2,B9,0.134,yQC62,7,10
195,30.1,B9,0.13699999999999998,yQC62,7,10
210,30.1,B9,0.141,yQC62,7,10
225,30.1,B9,0.145,yQC62,7,10
240,30.1,B9,0.149,yQC62,7,10
255,30.1,B9,0.152,yQC62,7,10
270,30.1,B9,0.158,yQC62,7,10
285,30.1,B9,0.161,yQC62,7,10
300,30.1,B9,0.16899999999999998,yQC62,7,10
315,30.1,B9,0.175,yQC62,7,10
330,30.1,B9,0.183,yQC62,7,10
345,30.2,B9,0.191,yQC62,7,10
360,30.2,B9,0.201,yQC62,7,10
375,30.1,B9,0.207,yQC62,7,10
390,30.2,B9,0.21899999999999997,yQC62,7,10
405,30.2,B9,0.23,yQC62,7,10
420,30.1,B9,0.243,yQC62,7,10
435,30.1,B9,0.257,yQC62,7,10
450,30.1,B9,0.27,yQC62,7,10
465,30.1,B9,0.284,yQC62,7,10
480,30.1,B9,0.309,yQC62,7,10
495,30.1,B9,0.322,yQC62,7,10
510,30.1,B9,0.34600000000000003,yQC62,7,10
525,30.1,B9,0.366,yQC62,7,10
540,30.1,B9,0.39399999999999996,yQC62,7,10
555,30.1,B9,0.419,yQC62,7,10
570,30.1,B9,0.44799999999999995,yQC62,7,10
585,30.1,B9,0.48,yQC62,7,10
600,30.1,B9,0.507,yQC62,7,10
615,30.1,B9,0.545,yQC62,7,10
630,30.1,B9,0.585,yQC62,7,10
645,30.1,B9,0.624,yQC62,7,10
660,30.1,B9,0.6679999999999999,yQC62,7,10
675,30.1,B9,0.703,yQC62,7,10
690,30.1,B9,0.75,yQC62,7,10
705,30.1,B9,0.7909999999999999,yQC62,7,10
720,30.1,B9,0.835,yQC62,7,10
735,30.1,B9,0.877,yQC62,7,10
750,30.1,B9,0.9259999999999999,yQC62,7,10
765,30.1,B9,0.977,yQC62,7,10
780,30.1,B9,1.03,yQC62,7,10
795,30.1,B9,1.07,yQC62,7,10
810,30.1,B9,1.1079999999999999,yQC62,7,10
825,30.1,B9,1.14,yQC62,7,10
840,30.1,B9,1.156,yQC62,7,10
855,30.1,B9,1.161,yQC62,7,10
870,30.1,B9,1.169,yQC62,7,10
885,30.2,B9,1.17,yQC62,7,10
900,30.2,B9,1.1840000000000002,yQC62,7,10
915,30.2,B9,1.19,yQC62,7,10
930,30.2,B9,1.19,yQC62,7,10
945,30.1,B9,1.203,yQC62,7,10
960,30.2,B9,1.207,yQC62,7,10
975,30.1,B9,1.214,yQC62,7,10
990,30.1,B9,1.227,yQC62,7,10
1005,30.2,B9,1.232,yQC62,7,10
1020,30.1,B9,1.235,yQC62,7,10
1035,30.2,B9,1.244,yQC62,7,10
1050,30.2,B9,1.256,yQC62,7,10
1065,30.1,B9,1.265,yQC62,7,10
1080,30.1,B9,1.2690000000000001,yQC62,7,10
1095,30.1,B9,1.273,yQC62,7,10
1110,30.2,B9,1.2819999999999998,yQC62,7,10
1125,30.1,B9,1.296,yQC62,7,10
1140,30.2,B9,1.2930000000000001,yQC62,7,10
1155,30.1,B9,1.304,yQC62,7,10
1170,30.1,B9,1.3130000000000002,yQC62,7,10
1185,30.2,B9,1.314,yQC62,7,10
1200,30.1,B9,1.325,yQC62,7,10
1215,30.2,B9,1.33,yQC62,7,10
1230,30.2,B9,1.337,yQC62,7,10
1245,30.2,B9,1.349,yQC62,7,10
1260,30.2,B9,1.3559999999999999,yQC62,7,10
1275,30.2,B9,1.358,yQC62,7,10
1290,30.3,B9,1.365,yQC62,7,10
1305,30.2,B9,1.375,yQC62,7,10
1320,30.2,B9,1.38,yQC62,7,10
1335,30.2,B9,1.382,yQC62,7,10
1350,30.2,B9,1.396,yQC62,7,10
1365,30.3,B9,1.405,yQC62,7,10
1380,30.3,B9,1.413,yQC62,7,10
1395,30.3,B9,1.421,yQC62,7,10
1410,30.2,B9,1.425,yQC62,7,10
1425,30.3,B9,1.44,yQC62,7,10
1440,30.2,B9,1.435,yQC62,7,10
1455,30.2,B9,1.4509999999999998,yQC62,7,10
1470,30.2,B9,1.459,yQC62,7,10
1485,30.2,B9,1.464,yQC62,7,10
1500,30.2,B9,1.4709999999999999,yQC62,7,10
1515,30.2,B9,1.476,yQC62,7,10
1530,30.2,B9,1.4880000000000002,yQC62,7,10
1545,30.2,B9,1.493,yQC62,7,10
1560,30.2,B9,1.506,yQC62,7,10
1575,30.2,B9,1.5130000000000001,yQC62,7,10
1590,30.2,B9,1.5219999999999998,yQC62,7,10
1605,30.2,B9,1.527,yQC62,7,10
1620,30.2,B9,1.535,yQC62,7,10
1635,30.2,B9,1.541,yQC62,7,10
0,30.0,B10,0.157,yQC63,19,9
15,30.0,B10,0.158,yQC63,19,9
30,30.0,B10,0.165,yQC63,19,9
45,30.0,B10,0.17300000000000001,yQC63,19,9
60,30.1,B10,0.172,yQC63,19,9
75,30.1,B10,0.18600000000000003,yQC63,19,9
90,30.1,B10,0.18899999999999997,yQC63,19,9
105,30.1,B10,0.193,yQC63,19,9
120,30.1,B10,0.204,yQC63,19,9
135,30.1,B10,0.21,yQC63,19,9
150,30.1,B10,0.217,yQC63,19,9
165,30.1,B10,0.22699999999999998,yQC63,19,9
180,30.2,B10,0.237,yQC63,19,9
195,30.1,B10,0.248,yQC63,19,9
210,30.1,B10,0.263,yQC63,19,9
225,30.1,B10,0.276,yQC63,19,9
240,30.1,B10,0.292,yQC63,19,9
255,30.1,B10,0.305,yQC63,19,9
270,30.1,B10,0.316,yQC63,19,9
285,30.1,B10,0.342,yQC63,19,9
300,30.1,B10,0.35600000000000004,yQC63,19,9
315,30.1,B10,0.379,yQC63,19,9
330,30.1,B10,0.39799999999999996,yQC63,19,9
345,30.2,B10,0.42700000000000005,yQC63,19,9
360,30.2,B10,0.45299999999999996,yQC63,19,9
375,30.1,B10,0.47,yQC63,19,9
390,30.2,B10,0.509,yQC63,19,9
405,30.2,B10,0.53,yQC63,19,9
420,30.1,B10,0.564,yQC63,19,9
435,30.1,B10,0.593,yQC63,19,9
450,30.1,B10,0.6409999999999999,yQC63,19,9
465,30.1,B10,0.6779999999999999,yQC63,19,9
480,30.1,B10,0.716,yQC63,19,9
495,30.1,B10,0.7440000000000001,yQC63,19,9
510,30.1,B10,0.7809999999999999,yQC63,19,9
525,30.1,B10,0.8220000000000001,yQC63,19,9
540,30.1,B10,0.858,yQC63,19,9
555,30.1,B10,0.892,yQC63,19,9
570,30.1,B10,0.93,yQC63,19,9
585,30.1,B10,0.981,yQC63,19,9
600,30.1,B10,1.01,yQC63,19,9
615,30.1,B10,1.041,yQC63,19,9
630,30.1,B10,1.08,yQC63,19,9
645,30.1,B10,1.112,yQC63,19,9
660,30.1,B10,1.125,yQC63,19,9
675,30.1,B10,1.137,yQC63,19,9
690,30.1,B10,1.1440000000000001,yQC63,19,9
705,30.1,B10,1.148,yQC63,19,9
720,30.1,B10,1.151,yQC63,19,9
735,30.1,B10,1.156,yQC63,19,9
750,30.1,B10,1.165,yQC63,19,9
765,30.1,B10,1.168,yQC63,19,9
780,30.1,B10,1.178,yQC63,19,9
795,30.1,B10,1.173,yQC63,19,9
810,30.1,B10,1.183,yQC63,19,9
825,30.1,B10,1.194,yQC63,19,9
840,30.1,B10,1.2009999999999998,yQC63,19,9
855,30.1,B10,1.2009999999999998,yQC63,19,9
870,30.1,B10,1.2229999999999999,yQC63,19,9
885,30.2,B10,1.228,yQC63,19,9
900,30.2,B10,1.229,yQC63,19,9
915,30.2,B10,1.242,yQC63,19,9
930,30.2,B10,1.249,yQC63,19,9
945,30.1,B10,1.2590000000000001,yQC63,19,9
960,30.2,B10,1.262,yQC63,19,9
975,30.1,B10,1.274,yQC63,19,9
990,30.1,B10,1.273,yQC63,19,9
1005,30.2,B10,1.29,yQC63,19,9
1020,30.1,B10,1.2919999999999998,yQC63,19,9
1035,30.2,B10,1.298,yQC63,19,9
1050,30.2,B10,1.3090000000000002,yQC63,19,9
1065,30.1,B10,1.314,yQC63,19,9
1080,30.1,B10,1.325,yQC63,19,9
1095,30.1,B10,1.3330000000000002,yQC63,19,9
1110,30.2,B10,1.337,yQC63,19,9
1125,30.1,B10,1.3459999999999999,yQC63,19,9
1140,30.2,B10,1.351,yQC63,19,9
1155,30.1,B10,1.351,yQC63,19,9
1170,30.1,B10,1.3630000000000002,yQC63,19,9
1185,30.2,B10,1.371,yQC63,19,9
1200,30.1,B10,1.3769999999999998,yQC63,19,9
1215,30.2,B10,1.386,yQC63,19,9
1230,30.2,B10,1.395,yQC63,19,9
1245,30.2,B10,1.4040000000000001,yQC63,19,9
1260,30.2,B10,1.405,yQC63,19,9
1275,30.2,B10,1.416,yQC63,19,9
1290,30.3,B10,1.415,yQC63,19,9
1305,30.2,B10,1.4269999999999998,yQC63,19,9
1320,30.2,B10,1.432,yQC63,19,9
1335,30.2,B10,1.442,yQC63,19,9
1350,30.2,B10,1.4509999999999998,yQC63,19,9
1365,30.3,B10,1.4569999999999999,yQC63,19,9
1380,30.3,B10,1.4609999999999999,yQC63,19,9
1395,30.3,B10,1.47,yQC63,19,9
1410,30.2,B10,1.475,yQC63,19,9
1425,30.3,B10,1.484,yQC63,19,9
1440,30.2,B10,1.492,yQC63,19,9
1455,30.2,B10,1.5,yQC63,19,9
1470,30.2,B10,1.5019999999999998,yQC63,19,9
1485,30.2,B10,1.51,yQC63,19,9
1500,30.2,B10,1.515,yQC63,19,9
1515,30.2,B10,1.5230000000000001,yQC63,19,9
1530,30.2,B10,1.534,yQC63,19,9
1545,30.2,B10,1.537,yQC63,19,9
1560,30.2,B10,1.5430000000000001,yQC63,19,9
1575,30.2,B10,1.5519999999999998,yQC63,19,9
1590,30.2,B10,1.5590000000000002,yQC63,19,9
1605,30.2,B10,1.567,yQC63,19,9
1620,30.2,B10,1.565,yQC63,19,9
1635,30.2,B10,1.574,yQC63,19,9
0,30.0,B11,0.172,yQC64,23,8
15,30.0,B11,0.175,yQC64,23,8
30,30.0,B11,0.177,yQC64,23,8
45,30.0,B11,0.182,yQC64,23,8
60,30.1,B11,0.184,yQC64,23,8
75,30.1,B11,0.188,yQC64,23,8
90,30.1,B11,0.191,yQC64,23,8
105,30.1,B11,0.19699999999999998,yQC64,23,8
120,30.1,B11,0.201,yQC64,23,8
135,30.1,B11,0.209,yQC64,23,8
150,30.1,B11,0.221,yQC64,23,8
165,30.1,B11,0.21899999999999997,yQC64,23,8
180,30.2,B11,0.23,yQC64,23,8
195,30.1,B11,0.23199999999999998,yQC64,23,8
210,30.1,B11,0.242,yQC64,23,8
225,30.1,B11,0.247,yQC64,23,8
240,30.1,B11,0.258,yQC64,23,8
255,30.1,B11,0.271,yQC64,23,8
270,30.1,B11,0.27399999999999997,yQC64,23,8
285,30.1,B11,0.285,yQC64,23,8
300,30.1,B11,0.297,yQC64,23,8
315,30.1,B11,0.314,yQC64,23,8
330,30.1,B11,0.322,yQC64,23,8
345,30.2,B11,0.33399999999999996,yQC64,23,8
360,30.2,B11,0.344,yQC64,23,8
375,30.1,B11,0.359,yQC64,23,8
390,30.2,B11,0.376,yQC64,23,8
405,30.2,B11,0.38799999999999996,yQC64,23,8
420,30.1,B11,0.408,yQC64,23,8
435,30.1,B11,0.431,yQC64,23,8
450,30.1,B11,0.447,yQC64,23,8
465,30.1,B11,0.457,yQC64,23,8
480,30.1,B11,0.484,yQC64,23,8
495,30.1,B11,0.523,yQC64,23,8
510,30.1,B11,0.5329999999999999,yQC64,23,8
525,30.1,B11,0.56,yQC64,23,8
540,30.1,B11,0.586,yQC64,23,8
555,30.1,B11,0.603,yQC64,23,8
570,30.1,B11,0.637,yQC64,23,8
585,30.1,B11,0.6709999999999999,yQC64,23,8
600,30.1,B11,0.679,yQC64,23,8
615,30.1,B11,0.713,yQC64,23,8
630,30.1,B11,0.743,yQC64,23,8
645,30.1,B11,0.769,yQC64,23,8
660,30.1,B11,0.802,yQC64,23,8
675,30.1,B11,0.833,yQC64,23,8
690,30.1,B11,0.851,yQC64,23,8
705,30.1,B11,0.882,yQC64,23,8
720,30.1,B11,0.917,yQC64,23,8
735,30.1,B11,0.9490000000000001,yQC64,23,8
750,30.1,B11,0.972,yQC64,23,8
765,30.1,B11,1.0090000000000001,yQC64,23,8
780,30.1,B11,1.0390000000000001,yQC64,23,8
795,30.1,B11,1.065,yQC64,23,8
810,30.1,B11,1.09,yQC64,23,8
825,30.1,B11,1.1059999999999999,yQC64,23,8
840,30.1,B11,1.123,yQC64,23,8
855,30.1,B11,1.13,yQC64,23,8
870,30.1,B11,1.136,yQC64,23,8
885,30.2,B11,1.1420000000000001,yQC64,23,8
900,30.2,B11,1.1420000000000001,yQC64,23,8
915,30.2,B11,1.158,yQC64,23,8
930,30.2,B11,1.161,yQC64,23,8
945,30.1,B11,1.167,yQC64,23,8
960,30.2,B11,1.1740000000000002,yQC64,23,8
975,30.1,B11,1.182,yQC64,23,8
990,30.1,B11,1.188,yQC64,23,8
1005,30.2,B11,1.195,yQC64,23,8
1020,30.1,B11,1.209,yQC64,23,8
1035,30.2,B11,1.21,yQC64,23,8
1050,30.2,B11,1.222,yQC64,23,8
1065,30.1,B11,1.224,yQC64,23,8
1080,30.1,B11,1.24,yQC64,23,8
1095,30.1,B11,1.2409999999999999,yQC64,23,8
1110,30.2,B11,1.255,yQC64,23,8
1125,30.1,B11,1.2670000000000001,yQC64,23,8
1140,30.2,B11,1.2670000000000001,yQC64,23,8
1155,30.1,B11,1.2790000000000001,yQC64,23,8
1170,30.1,B11,1.29,yQC64,23,8
1185,30.2,B11,1.3,yQC64,23,8
1200,30.1,B11,1.307,yQC64,23,8
1215,30.2,B11,1.315,yQC64,23,8
1230,30.2,B11,1.32,yQC64,23,8
1245,30.2,B11,1.324,yQC64,23,8
1260,30.2,B11,1.3330000000000002,yQC64,23,8
1275,30.2,B11,1.34,yQC64,23,8
1290,30.3,B11,1.344,yQC64,23,8
1305,30.2,B11,1.351,yQC64,23,8
1320,30.2,B11,1.361,yQC64,23,8
1335,30.2,B11,1.367,yQC64,23,8
1350,30.2,B11,1.3730000000000002,yQC64,23,8
1365,30.3,B11,1.381,yQC64,23,8
1380,30.3,B11,1.389,yQC64,23,8
1395,30.3,B11,1.3980000000000001,yQC64,23,8
1410,30.2,B11,1.395,yQC64,23,8
1425,30.3,B11,1.402,yQC64,23,8
1440,30.2,B11,1.411,yQC64,23,8
1455,30.2,B11,1.42,yQC64,23,8
1470,30.2,B11,1.4280000000000002,yQC64,23,8
1485,30.2,B11,1.4280000000000002,yQC64,23,8
1500,30.2,B11,1.4409999999999998,yQC64,23,8
1515,30.2,B11,1.4469999999999998,yQC64,23,8
1530,30.2,B11,1.454,yQC64,23,8
1545,30.2,B11,1.459,yQC64,23,8
1560,30.2,B11,1.469,yQC64,23,8
1575,30.2,B11,1.469,yQC64,23,8
1590,30.2,B11,1.4809999999999999,yQC64,23,8
1605,30.2,B11,1.486,yQC64,23,8
1620,30.2,B11,1.493,yQC64,23,8
1635,30.2,B11,1.4980000000000002,yQC64,23,8
0,30.0,C1,0.139,TL47,x,26
15,30.0,C1,0.142,TL47,x,26
30,30.0,C1,0.14300000000000002,TL47,x,26
45,30.0,C1,0.147,TL47,x,26
60,30.1,C1,0.152,TL47,x,26
75,30.1,C1,0.158,TL47,x,26
90,30.1,C1,0.16399999999999998,TL47,x,26
105,30.1,C1,0.172,TL47,x,26
120,30.1,C1,0.183,TL47,x,26
135,30.1,C1,0.19,TL47,x,26
150,30.1,C1,0.20199999999999999,TL47,x,26
165,30.1,C1,0.21600000000000003,TL47,x,26
180,30.2,C1,0.23199999999999998,TL47,x,26
195,30.1,C1,0.248,TL47,x,26
210,30.1,C1,0.27,TL47,x,26
225,30.1,C1,0.295,TL47,x,26
240,30.1,C1,0.318,TL47,x,26
255,30.1,C1,0.349,TL47,x,26
270,30.1,C1,0.382,TL47,x,26
285,30.1,C1,0.42200000000000004,TL47,x,26
