Time,Temperature,well,od,strain,line,CTDr
720,30.1,A6,1.125,yQC28,1,0
735,30.1,A6,1.1320000000000001,yQC28,1,0
750,30.1,A6,1.1320000000000001,yQC28,1,0
765,30.1,A6,1.133,yQC28,1,0
780,30.1,A6,1.14,yQC28,1,0
795,30.1,A6,1.133,yQC28,1,0
810,30.1,A6,1.148,yQC28,1,0
825,30.1,A6,1.151,yQC28,1,0
840,30.1,A6,1.153,yQC28,1,0
855,30.1,A6,1.159,yQC28,1,0
870,30.1,A6,1.166,yQC28,1,0
885,30.2,A6,1.175,yQC28,1,0
900,30.2,A6,1.181,yQC28,1,0
915,30.2,A6,1.179,yQC28,1,0
930,30.2,A6,1.192,yQC28,1,0
945,30.1,A6,1.2009999999999998,yQC28,1,0
960,30.2,A6,1.207,yQC28,1,0
975,30.1,A6,1.2109999999999999,yQC28,1,0
990,30.1,A6,1.224,yQC28,1,0
1005,30.2,A6,1.225,yQC28,1,0
1020,30.1,A6,1.234,yQC28,1,0
1035,30.2,A6,1.244,yQC28,1,0
1050,30.2,A6,1.2429999999999999,yQC28,1,0
1065,30.1,A6,1.252,yQC28,1,0
1080,30.1,A6,1.261,yQC28,1,0
1095,30.1,A6,1.274,yQC28,1,0
1110,30.2,A6,1.2770000000000001,yQC28,1,0
1125,30.1,A6,1.2830000000000001,yQC28,1,0
1140,30.2,A6,1.2890000000000001,yQC28,1,0
1155,30.1,A6,1.301,yQC28,1,0
1170,30.1,A6,1.305,yQC28,1,0
1185,30.2,A6,1.311,yQC28,1,0
1200,30.1,A6,1.3130000000000002,yQC28,1,0
1215,30.2,A6,1.3219999999999998,yQC28,1,0
1230,30.2,A6,1.329,yQC28,1,0
1245,30.2,A6,1.337,yQC28,1,0
1260,30.2,A6,1.3419999999999999,yQC28,1,0
1275,30.2,A6,1.348,yQC28,1,0
1290,30.3,A6,1.358,yQC28,1,0
1305,30.2,A6,1.361,yQC28,1,0
1320,30.2,A6,1.3719999999999999,yQC28,1,0
1335,30.2,A6,1.3780000000000001,yQC28,1,0
1350,30.2,A6,1.38,yQC28,1,0
1365,30.3,A6,1.392,yQC28,1,0
1380,30.3,A6,1.399,yQC28,1,0
1395,30.3,A6,1.411,yQC28,1,0
1410,30.2,A6,1.412,yQC28,1,0
1425,30.3,A6,1.4240000000000002,yQC28,1,0
1440,30.2,A6,1.431,yQC28,1,0
1455,30.2,A6,1.436,yQC28,1,0
1470,30.2,A6,1.44,yQC28,1,0
1485,30.2,A6,1.45,yQC28,1,0
1500,30.2,A6,1.452,yQC28,1,0
1515,30.2,A6,1.459,yQC28,1,0
1530,30.2,A6,1.4669999999999999,yQC28,1,0
1545,30.2,A6,1.475,yQC28,1,0
1560,30.2,A6,1.4809999999999999,yQC28,1,0
1575,30.2,A6,1.486,yQC28,1,0
1590,30.2,A6,1.494,yQC28,1,0
1605,30.2,A6,1.499,yQC28,1,0
1620,30.2,A6,1.506,yQC28,1,0
1635,30.2,A6,1.51,yQC28,1,0
0,30.0,A7,0.122,yQC29,1,0
15,30.0,A7,0.125,yQC29,1,0
30,30.0,A7,0.125,yQC29,1,0
45,30.0,A7,0.126,yQC29,1,0
60,30.1,A7,0.128,yQC29,1,0
75,30.1,A7,0.128,yQC29,1,0
90,30.1,A7,0.129,yQC29,1,0
105,30.1,A7,0.131,yQC29,1,0
120,30.1,A7,0.133,yQC29,1,0
135,30.1,A7,0.136,yQC29,1,0
150,30.1,A7,0.138,yQC29,1,0
165,30.1,A7,0.139,yQC29,1,0
180,30.2,A7,0.141,yQC29,1,0
195,30.1,A7,0.145,yQC29,1,0
210,30.1,A7,0.146,yQC29,1,0
225,30.1,A7,0.149,yQC29,1,0
240,30.1,A7,0.152,yQC29,1,0
255,30.1,A7,0.157,yQC29,1,0
270,30.1,A7,0.159,yQC29,1,0
285,30.1,A7,0.161,yQC29,1,0
300,30.1,A7,0.166,yQC29,1,0
315,30.1,A7,0.16899999999999998,yQC29,1,0
330,30.1,A7,0.172,yQC29,1,0
345,30.2,A7,0.17800000000000002,yQC29,1,0
360,30.2,A7,0.18600000000000003,yQC29,1,0
375,30.1,A7,0.19,yQC29,1,0
390,30.2,A7,0.195,yQC29,1,0
405,30.2,A7,0.203,yQC29,1,0
420,30.1,A7,0.212,yQC29,1,0
435,30.1,A7,0.214,yQC29,1,0
450,30.1,A7,0.225,yQC29,1,0
465,30.1,A7,0.22899999999999998,yQC29,1,0
480,30.1,A7,0.23800000000000002,yQC29,1,0
495,30.1,A7,0.243,yQC29,1,0
510,30.1,A7,0.256,yQC29,1,0
525,30.1,A7,0.271,yQC29,1,0
540,30.1,A7,0.27699999999999997,yQC29,1,0
555,30.1,A7,0.28800000000000003,yQC29,1,0
570,30.1,A7,0.311,yQC29,1,0
585,30.1,A7,0.325,yQC29,1,0
600,30.1,A7,0.33899999999999997,yQC29,1,0
615,30.1,A7,0.35200000000000004,yQC29,1,0
630,30.1,A7,0.37,yQC29,1,0
645,30.1,A7,0.381,yQC29,1,0
660,30.1,A7,0.39799999999999996,yQC29,1,0
675,30.1,A7,0.42100000000000004,yQC29,1,0
690,30.1,A7,0.43700000000000006,yQC29,1,0
705,30.1,A7,0.462,yQC29,1,0
720,30.1,A7,0.491,yQC29,1,0
735,30.1,A7,0.512,yQC29,1,0
750,30.1,A7,0.5479999999999999,yQC29,1,0
765,30.1,A7,0.573,yQC29,1,0
780,30.1,A7,0.601,yQC29,1,0
795,30.1,A7,0.63,yQC29,1,0
810,30.1,A7,0.6629999999999999,yQC29,1,0
825,30.1,A7,0.679,yQC29,1,0
840,30.1,A7,0.705,yQC29,1,0
855,30.1,A7,0.742,yQC29,1,0
870,30.1,A7,0.764,yQC29,1,0
885,30.2,A7,0.799,yQC29,1,0
900,30.2,A7,0.836,yQC29,1,0
915,30.2,A7,0.8490000000000001,yQC29,1,0
930,30.2,A7,0.8809999999999999,yQC29,1,0
945,30.1,A7,0.91,yQC29,1,0
960,30.2,A7,0.945,yQC29,1,0
975,30.1,A7,0.975,yQC29,1,0
990,30.1,A7,0.992,yQC29,1,0
1005,30.2,A7,1.013,yQC29,1,0
1020,30.1,A7,1.021,yQC29,1,0
1035,30.2,A7,1.03,yQC29,1,0
1050,30.2,A7,1.048,yQC29,1,0
1065,30.1,A7,1.051,yQC29,1,0
1080,30.1,A7,1.057,yQC29,1,0
1095,30.1,A7,1.058,yQC29,1,0
1110,30.2,A7,1.053,yQC29,1,0
1125,30.1,A7,1.041,yQC29,1,0
1140,30.2,A7,1.053,yQC29,1,0
1155,30.1,A7,1.047,yQC29,1,0
1170,30.1,A7,1.046,yQC29,1,0
1185,30.2,A7,1.0490000000000002,yQC29,1,0
1200,30.1,A7,1.052,yQC29,1,0
1215,30.2,A7,1.052,yQC29,1,0
1230,30.2,A7,1.0490000000000002,yQC29,1,0
1245,30.2,A7,1.053,yQC29,1,0
1260,30.2,A7,1.05,yQC29,1,0
1275,30.2,A7,1.047,yQC29,1,0
1290,30.3,A7,1.05,yQC29,1,0
1305,30.2,A7,1.057,yQC29,1,0
1320,30.2,A7,1.057,yQC29,1,0
1335,30.2,A7,1.055,yQC29,1,0
1350,30.2,A7,1.057,yQC29,1,0
1365,30.3,A7,1.062,yQC29,1,0
1380,30.3,A7,1.0590000000000002,yQC29,1,0
1395,30.3,A7,1.058,yQC29,1,0
1410,30.2,A7,1.062,yQC29,1,0
1425,30.3,A7,1.067,yQC29,1,0
1440,30.2,A7,1.065,yQC29,1,0
1455,30.2,A7,1.065,yQC29,1,0
1470,30.2,A7,1.0659999999999998,yQC29,1,0
1485,30.2,A7,1.071,yQC29,1,0
1500,30.2,A7,1.071,yQC29,1,0
1515,30.2,A7,1.079,yQC29,1,0
1530,30.2,A7,1.074,yQC29,1,0
1545,30.2,A7,1.084,yQC29,1,0
1560,30.2,A7,1.093,yQC29,1,0
1575,30.2,A7,1.097,yQC29,1,0
1590,30.2,A7,1.097,yQC29,1,0
1605,30.2,A7,1.099,yQC29,1,0
1620,30.2,A7,1.103,yQC29,1,0
1635,30.2,A7,1.109,yQC29,1,0
0,30.0,A8,0.11699999999999999,yQC56,1,0
15,30.0,A8,0.11699999999999999,yQC56,1,0
30,30.0,A8,0.11800000000000001,yQC56,1,0
45,30.0,A8,0.11800000000000001,yQC56,1,0
60,30.1,A8,0.11800000000000001,yQC56,1,0
75,30.1,A8,0.11800000000000001,yQC56,1,0
90,30.1,A8,0.121,yQC56,1,0
105,30.1,A8,0.121,yQC56,1,0
120,30.1,A8,0.12,yQC56,1,0
135,30.1,A8,0.12300000000000001,yQC56,1,0
150,30.1,A8,0.121,yQC56,1,0
165,30.1,A8,0.127,yQC56,1,0
180,30.2,A8,0.125,yQC56,1,0
195,30.1,A8,0.125,yQC56,1,0
210,30.1,A8,0.126,yQC56,1,0
225,30.1,A8,0.125,yQC56,1,0
240,30.1,A8,0.129,yQC56,1,0
255,30.1,A8,0.129,yQC56,1,0
270,30.1,A8,0.128,yQC56,1,0
285,30.1,A8,0.13,yQC56,1,0
300,30.1,A8,0.133,yQC56,1,0
315,30.1,A8,0.131,yQC56,1,0
330,30.1,A8,0.134,yQC56,1,0
345,30.2,A8,0.135,yQC56,1,0
360,30.2,A8,0.136,yQC56,1,0
375,30.1,A8,0.13699999999999998,yQC56,1,0
390,30.2,A8,0.13699999999999998,yQC56,1,0
405,30.2,A8,0.139,yQC56,1,0
420,30.1,A8,0.14,yQC56,1,0
435,30.1,A8,0.142,yQC56,1,0
450,30.1,A8,0.142,yQC56,1,0
465,30.1,A8,0.146,yQC56,1,0
480,30.1,A8,0.147,yQC56,1,0
495,30.1,A8,0.146,yQC56,1,0
510,30.1,A8,0.149,yQC56,1,0
525,30.1,A8,0.14800000000000002,yQC56,1,0
540,30.1,A8,0.153,yQC56,1,0
555,30.1,A8,0.155,yQC56,1,0
570,30.1,A8,0.155,yQC56,1,0
585,30.1,A8,0.158,yQC56,1,0
600,30.1,A8,0.158,yQC56,1,0
615,30.1,A8,0.161,yQC56,1,0
630,30.1,A8,0.159,yQC56,1,0
645,30.1,A8,0.161,yQC56,1,0
660,30.1,A8,0.16699999999999998,yQC56,1,0
675,30.1,A8,0.166,yQC56,1,0
690,30.1,A8,0.16899999999999998,yQC56,1,0
705,30.1,A8,0.17,yQC56,1,0
720,30.1,A8,0.172,yQC56,1,0
735,30.1,A8,0.179,yQC56,1,0
750,30.1,A8,0.179,yQC56,1,0
765,30.1,A8,0.18100000000000002,yQC56,1,0
780,30.1,A8,0.184,yQC56,1,0
795,30.1,A8,0.187,yQC56,1,0
810,30.1,A8,0.18899999999999997,yQC56,1,0
825,30.1,A8,0.192,yQC56,1,0
840,30.1,A8,0.19699999999999998,yQC56,1,0
855,30.1,A8,0.2,yQC56,1,0
870,30.1,A8,0.201,yQC56,1,0
885,30.2,A8,0.203,yQC56,1,0
900,30.2,A8,0.21,yQC56,1,0
915,30.2,A8,0.21,yQC56,1,0
930,30.2,A8,0.215,yQC56,1,0
945,30.1,A8,0.215,yQC56,1,0
960,30.2,A8,0.218,yQC56,1,0
975,30.1,A8,0.22699999999999998,yQC56,1,0
990,30.1,A8,0.223,yQC56,1,0
1005,30.2,A8,0.228,yQC56,1,0
1020,30.1,A8,0.23199999999999998,yQC56,1,0
1035,30.2,A8,0.24,yQC56,1,0
1050,30.2,A8,0.242,yQC56,1,0
1065,30.1,A8,0.243,yQC56,1,0
1080,30.1,A8,0.253,yQC56,1,0
1095,30.1,A8,0.254,yQC56,1,0
1110,30.2,A8,0.265,yQC56,1,0
1125,30.1,A8,0.265,yQC56,1,0
1140,30.2,A8,0.26899999999999996,yQC56,1,0
1155,30.1,A8,0.27699999999999997,yQC56,1,0
1170,30.1,A8,0.275,yQC56,1,0
1185,30.2,A8,0.28,yQC56,1,0
1200,30.1,A8,0.287,yQC56,1,0
1215,30.2,A8,0.29100000000000004,yQC56,1,0
1230,30.2,A8,0.299,yQC56,1,0
1245,30.2,A8,0.29100000000000004,yQC56,1,0
1260,30.2,A8,0.305,yQC56,1,0
1275,30.2,A8,0.319,yQC56,1,0
1290,30.3,A8,0.312,yQC56,1,0
1305,30.2,A8,0.324,yQC56,1,0
1320,30.2,A8,0.33,yQC56,1,0
1335,30.2,A8,0.32799999999999996,yQC56,1,0
1350,30.2,A8,0.331,yQC56,1,0
1365,30.3,A8,0.35,yQC56,1,0
1380,30.3,A8,0.34600000000000003,yQC56,1,0
1395,30.3,A8,0.35600000000000004,yQC56,1,0
1410,30.2,A8,0.365,yQC56,1,0
1425,30.3,A8,0.369,yQC56,1,0
1440,30.2,A8,0.38,yQC56,1,0
1455,30.2,A8,0.382,yQC56,1,0
1470,30.2,A8,0.387,yQC56,1,0
1485,30.2,A8,0.39799999999999996,yQC56,1,0
1500,30.2,A8,0.402,yQC56,1,0
1515,30.2,A8,0.401,yQC56,1,0
1530,30.2,A8,0.41100000000000003,yQC56,1,0
1545,30.2,A8,0.42200000000000004,yQC56,1,0
1560,30.2,A8,0.44,yQC56,1,0
1575,30.2,A8,0.441,yQC56,1,0
1590,30.2,A8,0.456,yQC56,1,0
1605,30.2,A8,0.461,yQC56,1,0
1620,30.2,A8,0.469,yQC56,1,0
1635,30.2,A8,0.47,yQC56,1,0
0,30.0,A9,0.11800000000000001,yQC62,7,10
15,30.0,A9,0.11800000000000001,yQC62,7,10
30,30.0,A9,0.12,yQC62,7,10
45,30.0,A9,0.11900000000000001,yQC62,7,10
60,30.1,A9,0.122,yQC62,7,10
75,30.1,A9,0.122,yQC62,7,10
90,30.1,A9,0.124,yQC62,7,10
105,30.1,A9,0.126,yQC62,7,10
120,30.1,A9,0.126,yQC62,7,10
135,30.1,A9,0.127,yQC62,7,10
150,30.1,A9,0.131,yQC62,7,10
165,30.1,A9,0.132,yQC62,7,10
180,30.2,A9,0.135,yQC62,7,10
195,30.1,A9,0.138,yQC62,7,10
210,30.1,A9,0.142,yQC62,7,10
225,30.1,A9,0.14400000000000002,yQC62,7,10
240,30.1,A9,0.147,yQC62,7,10
255,30.1,A9,0.153,yQC62,7,10
270,30.1,A9,0.159,yQC62,7,10
285,30.1,A9,0.165,yQC62,7,10
300,30.1,A9,0.165,yQC62,7,10
315,30.1,A9,0.175,yQC62,7,10
330,30.1,A9,0.182,yQC62,7,10
345,30.2,A9,0.18899999999999997,yQC62,7,10
360,30.2,A9,0.198,yQC62,7,10
375,30.1,A9,0.20600000000000002,yQC62,7,10
390,30.2,A9,0.222,yQC62,7,10
405,30.2,A9,0.22699999999999998,yQC62,7,10
420,30.1,A9,0.244,yQC62,7,10
435,30.1,A9,0.258,yQC62,7,10
450,30.1,A9,0.273,yQC62,7,10
465,30.1,A9,0.289,yQC62,7,10
480,30.1,A9,0.305,yQC62,7,10
495,30.1,A9,0.325,yQC62,7,10
510,30.1,A9,0.34,yQC62,7,10
525,30.1,A9,0.36700000000000005,yQC62,7,10
540,30.1,A9,0.39399999999999996,yQC62,7,10
555,30.1,A9,0.42200000000000004,yQC62,7,10
570,30.1,A9,0.451,yQC62,7,10
585,30.1,A9,0.485,yQC62,7,10
600,30.1,A9,0.516,yQC62,7,10
615,30.1,A9,0.542,yQC62,7,10
630,30.1,A9,0.5870000000000001,yQC62,7,10
645,30.1,A9,0.619,yQC62,7,10
660,30.1,A9,0.665,yQC62,7,10
675,30.1,A9,0.7020000000000001,yQC62,7,10
690,30.1,A9,0.7559999999999999,yQC62,7,10
705,30.1,A9,0.7879999999999999,yQC62,7,10
720,30.1,A9,0.823,yQC62,7,10
735,30.1,A9,0.8690000000000001,yQC62,7,10
750,30.1,A9,0.9179999999999999,yQC62,7,10
765,30.1,A9,0.9590000000000001,yQC62,7,10
780,30.1,A9,1.014,yQC62,7,10
795,30.1,A9,1.053,yQC62,7,10
810,30.1,A9,1.095,yQC62,7,10
825,30.1,A9,1.117,yQC62,7,10
840,30.1,A9,1.127,yQC62,7,10
855,30.1,A9,1.141,yQC62,7,10
870,30.1,A9,1.141,yQC62,7,10
885,30.2,A9,1.153,yQC62,7,10
900,30.2,A9,1.156,yQC62,7,10
915,30.2,A9,1.158,yQC62,7,10
930,30.2,A9,1.168,yQC62,7,10
945,30.1,A9,1.17,yQC62,7,10
960,30.2,A9,1.188,yQC62,7,10
975,30.1,A9,1.195,yQC62,7,10
990,30.1,A9,1.197,yQC62,7,10
1005,30.2,A9,1.198,yQC62,7,10
1020,30.1,A9,1.21,yQC62,7,10
1035,30.2,A9,1.219,yQC62,7,10
1050,30.2,A9,1.228,yQC62,7,10
1065,30.1,A9,1.2309999999999999,yQC62,7,10
1080,30.1,A9,1.24,yQC62,7,10
1095,30.1,A9,1.244,yQC62,7,10
1110,30.2,A9,1.255,yQC62,7,10
1125,30.1,A9,1.258,yQC62,7,10
1140,30.2,A9,1.266,yQC62,7,10
1155,30.1,A9,1.273,yQC62,7,10
1170,30.1,A9,1.278,yQC62,7,10
1185,30.2,A9,1.285,yQC62,7,10
1200,30.1,A9,1.2890000000000001,yQC62,7,10
1215,30.2,A9,1.301,yQC62,7,10
1230,30.2,A9,1.306,yQC62,7,10
1245,30.2,A9,1.3130000000000002,yQC62,7,10
1260,30.2,A9,1.315,yQC62,7,10
1275,30.2,A9,1.325,yQC62,7,10
1290,30.3,A9,1.329,yQC62,7,10
1305,30.2,A9,1.338,yQC62,7,10
1320,30.2,A9,1.351,yQC62,7,10
1335,30.2,A9,1.351,yQC62,7,10
1350,30.2,A9,1.364,yQC62,7,10
1365,30.3,A9,1.3730000000000002,yQC62,7,10
1380,30.3,A9,1.376,yQC62,7,10
1395,30.3,A9,1.381,yQC62,7,10
1410,30.2,A9,1.3940000000000001,yQC62,7,10
1425,30.3,A9,1.399,yQC62,7,10
1440,30.2,A9,1.406,yQC62,7,10
1455,30.2,A9,1.416,yQC62,7,10
1470,30.2,A9,1.4240000000000002,yQC62,7,10
1485,30.2,A9,1.431,yQC62,7,10
1500,30.2,A9,1.4380000000000002,yQC62,7,10
1515,30.2,A9,1.4480000000000002,yQC62,7,10
1530,30.2,A9,1.456,yQC62,7,10
1545,30.2,A9,1.465,yQC62,7,10
1560,30.2,A9,1.4709999999999999,yQC62,7,10
1575,30.2,A9,1.48,yQC62,7,10
1590,30.2,A9,1.49,yQC62,7,10
1605,30.2,A9,1.496,yQC62,7,10
1620,30.2,A9,1.507,yQC62,7,10
1635,30.2,A9,1.511,yQC62,7,10
0,30.0,A10,0.13699999999999998,yQC63,19,9
15,30.0,A10,0.14,yQC63,19,9
30,30.0,A10,0.14400000000000002,yQC63,19,9
45,30.0,A10,0.146,yQC63,19,9
60,30.1,A10,0.146,yQC63,19,9
75,30.1,A10,0.151,yQC63,19,9
90,30.1,A10,0.156,yQC63,19,9
105,30.1,A10,0.16,yQC63,19,9
120,30.1,A10,0.165,yQC63,19,9
135,30.1,A10,0.16699999999999998,yQC63,19,9
150,30.1,A10,0.177,yQC63,19,9
165,30.1,A10,0.18100000000000002,yQC63,19,9
180,30.2,A10,0.185,yQC63,19,9
195,30.1,A10,0.19699999999999998,yQC63,19,9
210,30.1,A10,0.204,yQC63,19,9
225,30.1,A10,0.21100000000000002,yQC63,19,9
240,30.1,A10,0.223,yQC63,19,9
255,30.1,A10,0.231,yQC63,19,9
270,30.1,A10,0.24600000000000002,yQC63,19,9
285,30.1,A10,0.26,yQC63,19,9
300,30.1,A10,0.273,yQC63,19,9
315,30.1,A10,0.292,yQC63,19,9
330,30.1,A10,0.303,yQC63,19,9
345,30.2,A10,0.316,yQC63,19,9
360,30.2,A10,0.336,yQC63,19,9
375,30.1,A10,0.359,yQC63,19,9
390,30.2,A10,0.37799999999999995,yQC63,19,9
405,30.2,A10,0.405,yQC63,19,9
420,30.1,A10,0.43200000000000005,yQC63,19,9
435,30.1,A10,0.45799999999999996,yQC63,19,9
450,30.1,A10,0.485,yQC63,19,9
465,30.1,A10,0.508,yQC63,19,9
480,30.1,A10,0.552,yQC63,19,9
495,30.1,A10,0.593,yQC63,19,9
510,30.1,A10,0.625,yQC63,19,9
525,30.1,A10,0.664,yQC63,19,9
540,30.1,A10,0.696,yQC63,19,9
555,30.1,A10,0.743,yQC63,19,9
570,30.1,A10,0.768,yQC63,19,9
585,30.1,A10,0.821,yQC63,19,9
600,30.1,A10,0.846,yQC63,19,9
615,30.1,A10,0.882,yQC63,19,9
630,30.1,A10,0.924,yQC63,19,9
645,30.1,A10,0.966,yQC63,19,9
660,30.1,A10,1.008,yQC63,19,9
675,30.1,A10,1.048,yQC63,19,9
690,30.1,A10,1.087,yQC63,19,9
705,30.1,A10,1.113,yQC63,19,9
720,30.1,A10,1.129,yQC63,19,9
735,30.1,A10,1.145,yQC63,19,9
750,30.1,A10,1.145,yQC63,19,9
765,30.1,A10,1.153,yQC63,19,9
780,30.1,A10,1.162,yQC63,19,9
795,30.1,A10,1.168,yQC63,19,9
810,30.1,A10,1.172,yQC63,19,9
825,30.1,A10,1.1740000000000002,yQC63,19,9
840,30.1,A10,1.182,yQC63,19,9
855,30.1,A10,1.1840000000000002,yQC63,19,9
870,30.1,A10,1.194,yQC63,19,9
885,30.2,A10,1.204,yQC63,19,9
900,30.2,A10,1.2109999999999999,yQC63,19,9
915,30.2,A10,1.2209999999999999,yQC63,19,9
930,30.2,A10,1.229,yQC63,19,9
945,30.1,A10,1.2329999999999999,yQC63,19,9
960,30.2,A10,1.24,yQC63,19,9
975,30.1,A10,1.247,yQC63,19,9
990,30.1,A10,1.25,yQC63,19,9
1005,30.2,A10,1.2570000000000001,yQC63,19,9
1020,30.1,A10,1.27,yQC63,19,9
1035,30.2,A10,1.274,yQC63,19,9
1050,30.2,A10,1.2819999999999998,yQC63,19,9
1065,30.1,A10,1.2890000000000001,yQC63,19,9
1080,30.1,A10,1.296,yQC63,19,9
1095,30.1,A10,1.3019999999999998,yQC63,19,9
1110,30.2,A10,1.307,yQC63,19,9
1125,30.1,A10,1.3159999999999998,yQC63,19,9
1140,30.2,A10,1.324,yQC63,19,9
1155,30.1,A10,1.325,yQC63,19,9
1170,30.1,A10,1.338,yQC63,19,9
1185,30.2,A10,1.3430000000000002,yQC63,19,9
1200,30.1,A10,1.35,yQC63,19,9
1215,30.2,A10,1.3559999999999999,yQC63,19,9
1230,30.2,A10,1.3630000000000002,yQC63,19,9
1245,30.2,A10,1.371,yQC63,19,9
1260,30.2,A10,1.3780000000000001,yQC63,19,9
1275,30.2,A10,1.3840000000000001,yQC63,19,9
1290,30.3,A10,1.3869999999999998,yQC63,19,9
1305,30.2,A10,1.395,yQC63,19,9
1320,30.2,A10,1.402,yQC63,19,9
1335,30.2,A10,1.406,yQC63,19,9
1350,30.2,A10,1.4180000000000001,yQC63,19,9
1365,30.3,A10,1.422,yQC63,19,9
1380,30.3,A10,1.4280000000000002,yQC63,19,9
1395,30.3,A10,1.442,yQC63,19,9
1410,30.2,A10,1.442,yQC63,19,9
1425,30.3,A10,1.452,yQC63,19,9
1440,30.2,A10,1.459,yQC63,19,9
1455,30.2,A10,1.4669999999999999,yQC63,19,9
1470,30.2,A10,1.469,yQC63,19,9
1485,30.2,A10,1.479,yQC63,19,9
1500,30.2,A10,1.485,yQC63,19,9
1515,30.2,A10,1.492,yQC63,19,9
1530,30.2,A10,1.5,yQC63,19,9
1545,30.2,A10,1.5030000000000001,yQC63,19,9
1560,30.2,A10,1.5119999999999998,yQC63,19,9
1575,30.2,A10,1.5219999999999998,yQC63,19,9
1590,30.2,A10,1.526,yQC63,19,9
1605,30.2,A10,1.53,yQC63,19,9
1620,30.2,A10,1.536,yQC63,19,9
1635,30.2,A10,1.546,yQC63,19,9
0,30.0,A11,0.111,yQC64,23,8
15,30.0,A11,0.11199999999999999,yQC64,23,8
30,30.0,A11,0.113,yQC64,23,8
45,30.0,A11,0.11199999999999999,yQC64,23,8
60,30.1,A11,0.11199999999999999,yQC64,23,8
75,30.1,A11,0.11199999999999999,yQC64,23,8
90,30.1,A11,0.114,yQC64,23,8
105,30.1,A11,0.113,yQC64,23,8
120,30.1,A11,0.115,yQC64,23,8
135,30.1,A11,0.115,yQC64,23,8
150,30.1,A11,0.11599999999999999,yQC64,23,8
165,30.1,A11,0.11599999999999999,yQC64,23,8
180,30.2,A11,0.11699999999999999,yQC64,23,8
195,30.1,A11,0.11800000000000001,yQC64,23,8
210,30.1,A11,0.11800000000000001,yQC64,23,8
225,30.1,A11,0.12,yQC64,23,8
240,30.1,A11,0.12,yQC64,23,8
255,30.1,A11,0.122,yQC64,23,8
270,30.1,A11,0.122,yQC64,23,8
285,30.1,A11,0.124,yQC64,23,8
300,30.1,A11,0.12300000000000001,yQC64,23,8
315,30.1,A11,0.124,yQC64,23,8
330,30.1,A11,0.129,yQC64,23,8
345,30.2,A11,0.13,yQC64,23,8
360,30.2,A11,0.13,yQC64,23,8
375,30.1,A11,0.132,yQC64,23,8
390,30.2,A11,0.134,yQC64,23,8
405,30.2,A11,0.136,yQC64,23,8
420,30.1,A11,0.13699999999999998,yQC64,23,8
435,30.1,A11,0.14,yQC64,23,8
450,30.1,A11,0.14300000000000002,yQC64,23,8
465,30.1,A11,0.14300000000000002,yQC64,23,8
480,30.1,A11,0.149,yQC64,23,8
495,30.1,A11,0.152,yQC64,23,8
510,30.1,A11,0.149,yQC64,23,8
525,30.1,A11,0.156,yQC64,23,8
540,30.1,A11,0.159,yQC64,23,8
555,30.1,A11,0.162,yQC64,23,8
570,30.1,A11,0.16399999999999998,yQC64,23,8
585,30.1,A11,0.17300000000000001,yQC64,23,8
600,30.1,A11,0.175,yQC64,23,8
615,30.1,A11,0.17800000000000002,yQC64,23,8
630,30.1,A11,0.18600000000000003,yQC64,23,8
645,30.1,A11,0.191,yQC64,23,8
660,30.1,A11,0.19699999999999998,yQC64,23,8
675,30.1,A11,0.201,yQC64,23,8
690,30.1,A11,0.20600000000000002,yQC64,23,8
705,30.1,A11,0.214,yQC64,23,8
720,30.1,A11,0.225,yQC64,23,8
735,30.1,A11,0.22399999999999998,yQC64,23,8
750,30.1,A11,0.237,yQC64,23,8
765,30.1,A11,0.245,yQC64,23,8
780,30.1,A11,0.259,yQC64,23,8
795,30.1,A11,0.267,yQC64,23,8
810,30.1,A11,0.27399999999999997,yQC64,23,8
825,30.1,A11,0.28800000000000003,yQC64,23,8
840,30.1,A11,0.29100000000000004,yQC64,23,8
855,30.1,A11,0.304,yQC64,23,8
870,30.1,A11,0.32299999999999995,yQC64,23,8
885,30.2,A11,0.33,yQC64,23,8
900,30.2,A11,0.336,yQC64,23,8
915,30.2,A11,0.359,yQC64,23,8
930,30.2,A11,0.38299999999999995,yQC64,23,8
945,30.1,A11,0.392,yQC64,23,8
960,30.2,A11,0.406,yQC64,23,8
975,30.1,A11,0.42200000000000004,yQC64,23,8
990,30.1,A11,0.43799999999999994,yQC64,23,8
1005,30.2,A11,0.45899999999999996,yQC64,23,8
1020,30.1,A11,0.485,yQC64,23,8
1035,30.2,A11,0.504,yQC64,23,8
1050,30.2,A11,0.529,yQC64,23,8
1065,30.1,A11,0.55,yQC64,23,8
1080,30.1,A11,0.5710000000000001,yQC64,23,8
1095,30.1,A11,0.59,yQC64,23,8
1110,30.2,A11,0.631,yQC64,23,8
1125,30.1,A11,0.638,yQC64,23,8
1140,30.2,A11,0.6659999999999999,yQC64,23,8
1155,30.1,A11,0.696,yQC64,23,8
1170,30.1,A11,0.73,yQC64,23,8
1185,30.2,A11,0.753,yQC64,23,8
1200,30.1,A11,0.7909999999999999,yQC64,23,8
1215,30.2,A11,0.815,yQC64,23,8
1230,30.2,A11,0.836,yQC64,23,8
1245,30.2,A11,0.8640000000000001,yQC64,23,8
1260,30.2,A11,0.902,yQC64,23,8
1275,30.2,A11,0.924,yQC64,23,8
1290,30.3,A11,0.955,yQC64,23,8
